,rain,temperature,humidity,pressure,solar_radiation,wind_speed,wind_direction,visibility,total_cloud
2020-02-01 21:00,,0.6,77,4.9,,0.1,0,384,0
2020-02-01 22:00,,-0.5,85,5.0,,0.1,0,323,4
2020-02-01 23:00,,-0.9,88,5.0,,0.0,0,297,9
2020-02-02 00:00,,-1.1,88,5.0,,0.0,0,284,6
2020-02-02 01:00,,-1.4,88,4.9,,0.1,0,268,8
2020-02-02 02:00,,-1.8,92,4.9,,0.1,0,231,9
2020-02-02 03:00,,-2.4,92,4.7,,0.0,0,219,4
2020-02-02 04:00,,-2.8,93,4.6,,0.1,0,199,0
2020-02-02 05:00,,-3.0,93,4.6,,0.0,0,196,7
2020-02-02 06:00,,-3.1,93,4.5,,0.0,0,190,7
2020-02-02 07:00,,-3.3,93,4.5,,0.0,0,202,4
2020-02-02 08:00,,-3.3,93,4.5,0.03,0.2,0,180,2
2020-02-02 09:00,,-1.2,92,5.2,0.37,0.2,0,214,0
2020-02-02 10:00,,2.6,81,6.0,1.12,0.5,320,328,1
2020-02-02 11:00,,5.2,64,5.7,1.61,1.0,200,408,0
2020-02-02 12:00,,7.2,50,5.1,1.89,1.1,320,565,2
2020-02-02 13:00,,9.1,47,5.4,2.09,0.8,20,608,4
2020-02-02 14:00,,9.8,41,5.0,1.97,2.4,250,654,3
2020-02-02 15:00,,10.5,39,5.0,1.73,0.8,230,561,6
2020-02-02 16:00,,9.9,47,5.7,1.19,1.6,230,465,3
2020-02-02 17:00,,9.0,50,5.8,0.6,1.7,180,461,4
2020-02-02 18:00,,7.4,54,5.6,0.11,1.3,160,473,3
2020-02-02 19:00,,4.0,73,5.9,,0.0,0,364,3
2020-02-02 20:00,,2.2,83,6.0,,0.7,320,279,1
2020-02-02 21:00,,0.8,83,5.4,,0.0,0,261,2
2020-02-02 22:00,,0.7,85,5.5,,0.4,0,268,7
2020-02-02 23:00,,0.1,88,5.4,,0.1,0,291,7
2020-02-03 00:00,,-0.7,90,5.2,,0.4,0,290,8
2020-02-03 01:00,,-1.4,87,4.8,,0.0,0,425,6
2020-02-03 02:00,,-2.1,89,4.7,,0.0,0,437,0
2020-02-03 03:00,,-2.8,90,4.5,,0.0,0,431,0
2020-02-03 04:00,,-3.2,91,4.4,,0.0,0,452,0
2020-02-03 05:00,,-3.5,92,4.3,,0.5,70,389,0
2020-02-03 06:00,,-3.6,92,4.3,,0.0,0,385,0
2020-02-03 07:00,,-3.7,91,4.2,,0.5,140,260,4
2020-02-03 08:00,,-2.1,92,4.8,0.06,0.6,320,388,10
2020-02-03 09:00,,0.1,87,5.4,0.35,0.4,0,513,10
2020-02-03 10:00,,4.3,69,5.8,1.18,0.4,0,730,9
2020-02-03 11:00,,6.3,56,5.4,1.36,0.6,270,1329,7
2020-02-03 12:00,,7.4,48,4.9,1.81,1.4,270,1650,6
2020-02-03 13:00,,8.6,43,4.8,2.26,1.1,250,1652,5
2020-02-03 14:00,,9.3,35,4.1,2.37,2.4,320,1914,5
2020-02-03 15:00,,9.2,30,3.5,1.98,1.6,320,1991,2
2020-02-03 16:00,,9.2,29,3.4,1.42,1.4,360,1997,0
2020-02-03 17:00,,8.3,29,3.2,0.8,2.3,340,2000,0
2020-02-03 18:00,,6.1,35,3.3,0.15,0.8,360,2000,0
2020-02-03 19:00,,3.4,45,3.5,,0.2,0,1993,0
2020-02-03 20:00,,1.0,55,3.6,,1.0,50,1972,0
2020-02-03 21:00,,-0.6,63,3.7,,0.5,50,1951,0
2020-02-03 22:00,,-1.5,67,3.7,,0.0,0,1867,0
2020-02-03 23:00,,-2.3,73,3.8,,0.0,0,1648,0
2020-02-04 00:00,,-2.9,75,3.7,,0.3,0,1333,0
2020-02-04 01:00,,-3.5,78,3.7,,0.3,0,1209,0
2020-02-04 02:00,,-4.4,81,3.6,,0.0,0,1005,0
2020-02-04 03:00,,-4.6,83,3.6,,0.0,0,964,0
2020-02-04 04:00,,-5.3,85,3.5,,0.2,0,805,0
2020-02-04 05:00,,-5.3,86,3.6,,0.3,0,751,0
2020-02-04 06:00,,-5.7,89,3.6,,0.1,0,635,2
2020-02-04 07:00,,-6.6,89,3.3,,0.0,0,577,0
2020-02-04 08:00,,-5.6,87,3.5,0.06,0.5,50,693,0
2020-02-04 09:00,,-1.7,66,3.6,0.73,0.5,110,1279,0
2020-02-04 10:00,,1.2,54,3.6,1.6,1.0,90,1521,0
2020-02-04 11:00,,3.1,44,3.4,2.03,1.8,90,1612,0
2020-02-04 12:00,,3.9,38,3.1,2.27,1.4,200,1722,0
2020-02-04 13:00,,5.9,35,3.2,2.44,1.5,270,1757,0
2020-02-04 14:00,,7.6,22,2.3,2.38,0.8,270,1969,0
2020-02-04 15:00,,9.0,24,2.8,2.04,0.8,200,1997,0
2020-02-04 16:00,,8.8,26,3.0,1.46,1.1,160,1996,0
2020-02-04 17:00,,7.9,28,3.0,0.8,1.6,140,2000,0
2020-02-04 18:00,,4.7,46,3.9,0.15,0.2,0,2000,0
2020-02-04 19:00,,2.2,56,4.0,,0.5,20,1579,0
2020-02-04 20:00,,0.1,61,3.8,,0.2,0,1485,0
2020-02-04 21:00,,-0.5,65,3.8,,0.3,0,1679,0
2020-02-04 22:00,,-1.9,72,3.8,,0.1,0,1054,0
2020-02-04 23:00,,-2.3,73,3.8,,0.6,50,1565,0
2020-02-05 00:00,,-2.5,76,3.9,,0.7,290,1503,0
2020-02-05 01:00,,-2.6,74,3.7,,0.8,20,1237,5
2020-02-05 02:00,,-1.9,69,3.7,,0.4,0,1395,0
2020-02-05 03:00,,-0.7,68,4.0,,2.2,200,1282,4
2020-02-05 04:00,,-1.5,71,3.9,,0.5,20,1149,0
2020-02-05 05:00,,-1.6,74,4.0,,1.0,70,930,0
2020-02-05 06:00,,-2.8,79,3.9,,0.6,50,813,0
2020-02-05 07:00,,-0.3,38,2.3,,2.7,360,2000,0
2020-02-05 08:00,,-0.9,34,1.9,0.04,2.3,340,1999,0
2020-02-05 09:00,,-0.5,28,1.6,0.61,2.0,360,2000,0
2020-02-05 10:00,,0.4,26,1.6,1.35,2.6,360,1998,0
2020-02-05 11:00,,1.5,18,1.2,1.97,3.4,20,2000,0
2020-02-05 12:00,,2.1,16,1.1,2.38,4.1,360,1925,0
2020-02-05 13:00,,3.0,15,1.1,2.55,4.1,360,1986,0
2020-02-05 14:00,,4.2,15,1.2,2.46,3.4,360,2000,0
2020-02-05 15:00,,4.5,15,1.3,2.14,3.3,340,1985,0
2020-02-05 16:00,,4.2,15,1.2,1.6,3.9,360,2000,0
2020-02-05 17:00,,3.7,17,1.4,0.9,1.8,360,2000,0
2020-02-05 18:00,,1.7,20,1.4,0.18,2.8,340,2000,0
2020-02-05 19:00,,0.4,24,1.5,,3.1,340,2000,0
2020-02-05 20:00,,-0.6,27,1.6,,1.9,360,2000,0
2020-02-05 21:00,,-1.2,26,1.5,,3.3,340,2000,0
2020-02-05 22:00,,-2.3,28,1.5,,0.6,140,2000,0
2020-02-05 23:00,,-2.3,25,1.3,,2.0,340,2000,0
2020-02-06 00:00,,-3.7,32,1.5,,0.3,0,2000,0
2020-02-06 01:00,,-4.1,35,1.6,,1.0,90,2000,0
2020-02-06 02:00,,-4.2,32,1.4,,1.0,70,2000,0
2020-02-06 03:00,,-5.5,38,1.5,,1.1,50,2000,0
2020-02-06 04:00,,-7.0,48,1.7,,0.1,0,2000,0
2020-02-06 05:00,,-6.6,43,1.6,,1.3,20,2000,0
2020-02-06 06:00,,-6.6,42,1.6,,1.7,20,2000,0
2020-02-06 07:00,,-7.1,44,1.6,,0.9,50,2000,0
2020-02-06 08:00,,-6.7,43,1.6,0.05,0.9,360,2000,0
2020-02-06 09:00,,-5.2,40,1.7,0.59,1.5,90,2000,0
2020-02-06 10:00,,-2.9,32,1.6,1.31,1.5,70,1974,0
2020-02-06 11:00,,-1.2,29,1.6,1.94,1.5,270,1991,0
2020-02-06 12:00,,0.7,21,1.4,2.25,1.6,290,1987,2
2020-02-06 13:00,,2.8,18,1.3,2.45,1.6,250,2000,3
2020-02-06 14:00,,4.8,12,1.0,2.16,2.1,90,2000,6
2020-02-06 15:00,,4.3,16,1.3,1.57,2.9,110,1983,4
2020-02-06 16:00,,4.0,14,1.1,1.01,1.3,90,2000,7
2020-02-06 17:00,,3.5,14,1.1,0.48,1.6,110,2000,7
2020-02-06 18:00,,2.0,15,1.1,0.1,1.2,110,2000,10
2020-02-06 19:00,,0.3,26,1.6,0.0,0.4,0,2000,9
2020-02-06 20:00,,-0.3,32,1.9,,0.1,0,2000,10
2020-02-06 21:00,,-0.9,37,2.1,,0.3,0,1871,10
2020-02-06 22:00,,-1.3,39,2.2,,0.0,0,1923,10
2020-02-06 23:00,,-1.3,38,2.1,,0.7,70,2000,10
2020-02-07 00:00,,-1.5,43,2.4,,0.5,70,2000,9
2020-02-07 01:00,,-2.1,45,2.4,,0.2,0,2000,9
2020-02-07 02:00,,-2.6,49,2.5,,0.0,0,2000,10
2020-02-07 03:00,,-3.3,52,2.5,,0.0,0,2000,9
2020-02-07 04:00,,-3.5,54,2.6,,0.1,0,2000,10
2020-02-07 05:00,,-3.8,54,2.5,,0.1,0,2000,9
2020-02-07 06:00,,-3.8,56,2.6,,0.1,0,2000,9
2020-02-07 07:00,,-4.2,56,2.5,,0.6,20,2000,9
2020-02-07 08:00,,-4.7,58,2.5,0.02,0.3,0,2000,6
2020-02-07 09:00,,-1.9,46,2.4,0.48,0.3,0,1958,3
2020-02-07 10:00,,1.7,36,2.5,1.34,0.5,360,1926,8
2020-02-07 11:00,,4.3,28,2.3,1.74,1.1,140,1965,6
2020-02-07 12:00,,6.1,24,2.3,1.98,0.9,250,1992,6
2020-02-07 13:00,,7.1,26,2.6,1.9,1.4,290,2000,7
2020-02-07 14:00,,7.9,22,2.3,1.68,1.1,250,2000,7
2020-02-07 15:00,,9.6,23,2.8,1.59,1.6,250,1939,6
2020-02-07 16:00,,9.6,26,3.1,1.22,0.8,180,1949,7
2020-02-07 17:00,,9.1,30,3.5,0.53,1.1,340,1355,6
2020-02-07 18:00,,7.3,33,3.4,0.13,0.5,360,1238,6
2020-02-07 19:00,,5.2,37,3.3,0.0,0.5,20,1188,9
2020-02-07 20:00,,4.5,37,3.1,,1.4,70,1219,9
2020-02-07 21:00,,3.5,41,3.2,,1.0,50,1305,9
2020-02-07 22:00,,2.7,44,3.3,,1.1,360,1155,6
2020-02-07 23:00,,1.8,48,3.3,,0.9,20,1158,5
2020-02-08 00:00,,0.8,52,3.4,,0.6,20,1095,0
2020-02-08 01:00,,-0.5,58,3.4,,0.8,20,1056,0
2020-02-08 02:00,,-0.8,61,3.5,,0.4,0,1133,0
2020-02-08 03:00,,-1.7,67,3.6,,0.3,0,1028,1
2020-02-08 04:00,,-1.3,73,4.1,,1.2,230,802,0
2020-02-08 05:00,,-1.4,73,4.0,,0.7,270,795,0
2020-02-08 06:00,,-2.8,80,4.0,,0.2,0,673,0
2020-02-08 07:00,,-2.7,81,4.1,,0.9,270,606,0
2020-02-08 08:00,,-3.2,86,4.2,0.05,0.6,70,533,0
2020-02-08 09:00,,-0.2,74,4.5,0.64,0.0,0,702,0
2020-02-08 10:00,,3.5,58,4.5,1.23,0.3,0,932,0
2020-02-08 11:00,,6.1,43,4.1,1.79,1.5,290,1123,0
2020-02-08 12:00,,7.5,37,3.8,2.23,2.0,320,1232,0
2020-02-08 13:00,,8.1,33,3.6,2.44,1.8,340,1745,0
2020-02-08 14:00,,8.5,30,3.3,2.37,2.4,360,1591,0
2020-02-08 15:00,,8.3,29,3.2,2.03,3.5,340,1864,0
2020-02-08 16:00,,8.5,27,3.0,1.5,3.5,340,1639,0
2020-02-08 17:00,,7.5,27,2.8,0.86,3.6,340,1838,0
2020-02-08 18:00,,6.1,31,2.9,0.18,3.0,340,1983,0
2020-02-08 19:00,,5.4,31,2.8,0.0,2.3,340,1997,0
2020-02-08 20:00,,4.6,32,2.7,,3.2,340,1999,0
2020-02-08 21:00,,3.2,35,2.7,,1.8,340,2000,0
2020-02-08 22:00,,2.2,37,2.6,,1.6,360,2000,0
2020-02-08 23:00,,1.7,38,2.6,,1.7,340,2000,0
2020-02-09 00:00,,0.8,41,2.7,,1.0,360,1999,0
2020-02-09 01:00,,-0.2,44,2.6,,1.0,20,1987,0
2020-02-09 02:00,,-2.5,55,2.8,,0.2,0,1963,0
2020-02-09 03:00,,-3.0,58,2.8,,0.5,90,1893,0
2020-02-09 04:00,,-3.9,61,2.8,,0.2,0,1891,0
2020-02-09 05:00,,-4.5,65,2.9,,0.5,360,1904,0
2020-02-09 06:00,,-6.0,71,2.8,,0.2,0,1631,0
2020-02-09 07:00,,-6.4,73,2.8,,0.6,50,1312,0
2020-02-09 08:00,,-5.8,74,3.0,0.05,0.0,0,1104,0
2020-02-09 09:00,,-1.8,63,3.4,0.62,0.0,0,1707,0
2020-02-09 10:00,,1.3,48,3.2,1.35,0.7,70,1849,0
2020-02-09 11:00,,3.5,38,3.0,1.97,1.0,290,1821,0
2020-02-09 12:00,,4.9,30,2.6,2.39,1.6,250,1914,0
2020-02-09 13:00,,6.4,25,2.4,2.57,1.4,230,1965,0
2020-02-09 14:00,,8.1,23,2.5,2.49,1.6,290,1927,0
2020-02-09 15:00,,8.1,26,2.8,2.12,1.2,270,2000,0
2020-02-09 16:00,,8.3,29,3.2,1.57,1.6,200,1988,0
2020-02-09 17:00,,8.0,28,3.0,0.89,1.5,270,2000,0
2020-02-09 18:00,,5.6,38,3.5,0.2,0.8,290,2000,0
2020-02-09 19:00,,4.2,31,2.6,0.0,0.5,340,2000,0
2020-02-09 20:00,,3.4,36,2.8,,0.7,290,2000,0
2020-02-09 21:00,,0.8,48,3.1,,0.3,0,2000,0
2020-02-09 22:00,,-0.9,59,3.4,,0.1,0,2000,0
2020-02-09 23:00,,-2.1,66,3.5,,0.1,0,1996,0
2020-02-10 00:00,,-2.8,69,3.4,,0.1,0,1994,0
2020-02-10 01:00,,-3.5,71,3.3,,0.6,70,1946,0
2020-02-10 02:00,,-4.1,72,3.2,,0.5,110,1992,0
2020-02-10 03:00,,-4.4,72,3.2,,0.4,0,1987,0
2020-02-10 04:00,,-4.5,75,3.3,,0.4,0,1978,0
2020-02-10 05:00,,-4.7,78,3.4,,0.8,50,1771,2
2020-02-10 06:00,,-4.5,79,3.5,,0.7,50,1728,0
2020-02-10 07:00,,-4.5,83,3.6,,0.2,0,1481,0
2020-02-10 08:00,,-4.1,83,3.8,0.05,0.5,140,1234,7
2020-02-10 09:00,,-1.0,76,4.3,0.56,0.1,0,1306,0
2020-02-10 10:00,,2.5,65,4.8,1.13,0.4,0,1012,0
2020-02-10 11:00,,6.3,59,5.6,1.7,1.3,270,839,0
2020-02-10 12:00,,9.3,49,5.8,2.09,1.7,110,531,0
2020-02-10 13:00,,10.6,43,5.5,2.27,1.8,230,548,0
2020-02-10 14:00,,11.0,46,6.1,2.15,1.5,140,473,0
2020-02-10 15:00,,12.0,42,5.9,1.83,1.6,270,466,0
2020-02-10 16:00,,12.6,38,5.6,1.34,1.6,270,565,0
2020-02-10 17:00,,12.0,36,5.0,0.78,2.2,270,694,0
2020-02-10 18:00,,9.5,50,5.9,0.17,1.0,290,606,0
2020-02-10 19:00,,5.5,63,5.7,0.0,0.7,290,587,0
2020-02-10 20:00,,3.7,69,5.5,,0.4,0,574,0
2020-02-10 21:00,,1.5,69,4.7,,0.5,20,749,0
2020-02-10 22:00,,0.2,70,4.3,,0.2,0,769,0
2020-02-10 23:00,,-0.4,75,4.5,,0.0,0,690,0
2020-02-11 00:00,,-1.4,79,4.4,,0.1,0,598,0
2020-02-11 01:00,,-2.3,81,4.2,,0.6,70,530,0
2020-02-11 02:00,,-2.5,83,4.2,,0.3,0,567,0
2020-02-11 03:00,,-3.0,84,4.1,,0.4,0,540,0
2020-02-11 04:00,,-3.3,84,4.0,,0.2,0,579,0
2020-02-11 05:00,,-3.5,85,4.0,,0.1,0,575,0
2020-02-11 06:00,,-4.0,86,3.9,,0.4,0,566,4
2020-02-11 07:00,,-4.3,84,3.7,,0.5,70,479,0
2020-02-11 08:00,,-3.8,86,4.0,0.1,0.0,0,475,2
2020-02-11 09:00,,0.0,76,4.6,0.85,0.0,0,541,0
2020-02-11 10:00,,4.0,64,5.2,1.47,0.5,200,638,0
2020-02-11 11:00,,7.6,46,4.8,1.73,0.8,90,743,5
2020-02-11 12:00,,10.4,37,4.7,2.01,0.7,320,1114,8
2020-02-11 13:00,,11.9,36,5.0,1.79,1.2,290,935,7
2020-02-11 14:00,,13.0,39,5.8,1.66,2.1,250,891,7
2020-02-11 15:00,,13.8,28,4.4,1.65,1.6,250,1278,7
2020-02-11 16:00,,13.7,29,4.5,1.3,2.5,140,1254,7
2020-02-11 17:00,,12.3,42,6.0,0.49,1.6,160,886,6
2020-02-11 18:00,,11.3,49,6.5,0.08,0.8,140,807,9
2020-02-11 19:00,,9.8,55,6.6,0.0,0.2,0,614,10
2020-02-11 20:00,,9.6,63,7.5,,0.5,200,603,10
2020-02-11 21:00,,8.1,68,7.3,,0.0,0,453,9
2020-02-11 22:00,,7.5,71,7.3,,0.0,0,472,10
2020-02-11 23:00,,7.0,73,7.3,,0.6,110,491,4
2020-02-12 00:00,,6.9,75,7.4,,0.0,0,504,10
2020-02-12 01:00,,6.6,78,7.6,,0.0,0,536,9
2020-02-12 02:00,,6.4,90,8.6,,0.0,0,268,9
2020-02-12 03:00,0.6,6.2,93,8.8,,0.0,0,179,7
2020-02-12 04:00,,6.3,95,9.0,,0.4,0,196,10
2020-02-12 05:00,,6.4,95,9.1,,0.0,0,110,10
2020-02-12 06:00,3.8,6.3,96,9.2,,0.4,0,50,10
2020-02-12 07:00,,6.5,96,9.3,,0.3,0,103,10
2020-02-12 08:00,,6.9,97,9.6,0.0,0.1,0,53,10
2020-02-12 09:00,5.9,7.1,97,9.7,0.02,0.5,290,121,10
2020-02-12 10:00,,7.5,97,10.0,0.06,1.5,290,146,10
2020-02-12 11:00,,8.0,97,10.4,0.14,1.1,290,165,10
2020-02-12 12:00,8.2,8.5,96,10.6,0.28,1.7,290,156,10
2020-02-12 13:00,,9.1,96,11.0,0.37,1.6,320,270,10
2020-02-12 14:00,,9.7,96,11.5,0.46,0.7,290,369,10
2020-02-12 15:00,1.9,10.4,95,11.9,0.47,0.3,0,677,10
2020-02-12 16:00,,10.1,95,11.7,0.32,0.7,320,407,9
2020-02-12 17:00,,10.3,95,11.9,0.26,0.4,0,529,8
2020-02-12 18:00,0.4,10.2,96,11.9,0.02,0.0,0,337,8
2020-02-12 19:00,,10.2,97,12.0,0.0,0.1,0,277,9
2020-02-12 20:00,,11.3,95,12.7,,0.7,290,410,9
2020-02-12 21:00,,10.8,93,12.0,,0.5,90,448,8
2020-02-12 22:00,,10.6,87,11.1,,1.9,200,1259,9
2020-02-12 23:00,,7.9,92,9.7,,0.0,0,1271,9
2020-02-13 00:00,,9.3,85,9.9,,0.5,230,2000,10
2020-02-13 01:00,,8.6,89,9.9,,0.0,0,1982,10
2020-02-13 02:00,,6.0,96,9.0,,0.5,200,508,7
2020-02-13 03:00,,5.5,95,8.5,,0.0,0,360,8
2020-02-13 04:00,,3.9,96,7.7,,0.3,0,58,5
2020-02-13 05:00,,4.0,97,7.8,,0.1,0,15,9
2020-02-13 06:00,,4.0,97,7.8,,0.1,0,21,10
2020-02-13 07:00,,4.2,97,8.0,,0.0,0,13,7
2020-02-13 08:00,,3.7,97,7.7,0.04,0.0,0,16,7
2020-02-13 09:00,,4.3,97,8.0,0.36,0.0,0,37,7
2020-02-13 10:00,,5.3,97,8.6,0.8,0.2,0,29,6
2020-02-13 11:00,,8.8,97,10.9,1.83,0.5,230,1999,0
2020-02-13 12:00,,13.4,73,11.2,2.14,0.7,250,1975,2
2020-02-13 13:00,,14.1,63,10.1,2.33,1.8,250,2000,4
2020-02-13 14:00,,14.7,60,10.0,2.24,2.2,140,1795,3
2020-02-13 15:00,,14.3,62,10.1,1.6,1.9,160,1939,5
2020-02-13 16:00,,15.1,59,10.1,1.42,2.7,140,1972,7
2020-02-13 17:00,,14.7,60,10.0,0.98,1.3,140,1964,6
2020-02-13 18:00,,12.6,68,9.9,0.26,0.4,0,1994,0
2020-02-13 19:00,,11.7,71,9.7,0.0,2.2,270,1749,0
2020-02-13 20:00,,9.1,83,9.5,,0.4,0,1306,0
2020-02-13 21:00,,6.5,93,9.0,,0.0,0,661,0
2020-02-13 22:00,,6.3,95,9.0,,0.8,270,722,5
2020-02-13 23:00,,5.3,97,8.6,,0.1,0,199,7
2020-02-14 00:00,,5.5,96,8.7,,0.2,0,299,9
2020-02-14 01:00,,4.9,96,8.3,,0.0,0,300,9
2020-02-14 02:00,,4.1,97,7.9,,0.1,0,249,9
2020-02-14 03:00,,4.1,97,7.9,,0.0,0,348,10
2020-02-14 04:00,,4.0,96,7.8,,0.0,0,334,10
2020-02-14 05:00,,4.3,96,8.0,,0.4,0,497,10
2020-02-14 06:00,,4.3,96,8.0,,0.3,0,484,10
2020-02-14 07:00,,4.3,96,8.0,,0.0,0,538,10
2020-02-14 08:00,,4.2,97,8.0,0.04,0.0,0,368,9
2020-02-14 09:00,,6.9,87,8.6,0.6,0.0,0,958,6
2020-02-14 10:00,,9.5,78,9.2,1.31,0.0,0,1168,0
2020-02-14 11:00,,11.8,64,8.8,1.92,0.0,0,1168,0
2020-02-14 12:00,,14.3,55,8.9,2.33,0.7,290,1377,0
2020-02-14 13:00,,16.1,46,8.4,2.53,1.5,180,1459,0
2020-02-14 14:00,,17.9,38,7.7,2.46,1.7,90,1973,0
2020-02-14 15:00,,18.7,28,6.0,2.14,1.4,110,1813,0
2020-02-14 16:00,,18.8,30,6.5,1.54,0.6,160,1975,0
2020-02-14 17:00,,17.8,32,6.5,0.87,2.1,160,1919,0
2020-02-14 18:00,,14.2,50,8.1,0.21,0.2,0,1607,0
2020-02-14 19:00,,10.6,65,8.2,0.0,0.8,290,1709,0
2020-02-14 20:00,,8.1,79,8.5,,0.1,0,1166,0
2020-02-14 21:00,,6.8,84,8.2,,0.3,0,914,0
2020-02-14 22:00,,5.9,88,8.1,,0.2,0,818,7
2020-02-14 23:00,,5.0,90,7.8,,0.0,0,796,7
2020-02-15 00:00,,4.3,92,7.6,,0.3,0,759,5
2020-02-15 01:00,,3.7,93,7.4,,0.0,0,689,8
2020-02-15 02:00,,3.7,92,7.3,,0.3,0,702,9
2020-02-15 03:00,,3.5,93,7.3,,0.0,0,609,9
2020-02-15 04:00,,3.2,94,7.2,,0.0,0,386,9
2020-02-15 05:00,,3.6,94,7.4,,0.4,0,574,10
2020-02-15 06:00,,3.2,93,7.1,,0.3,0,556,9
2020-02-15 07:00,,2.4,94,6.8,,0.5,110,426,9
2020-02-15 08:00,,2.5,94,6.9,0.05,0.6,70,399,9
2020-02-15 09:00,,5.6,89,8.1,0.43,0.5,70,749,2
2020-02-15 10:00,,8.3,74,8.1,1.24,0.6,250,941,6
2020-02-15 11:00,,13.1,62,9.3,1.79,1.1,70,807,0
2020-02-15 12:00,,14.9,53,8.9,2.29,1.4,70,872,1
2020-02-15 13:00,,15.8,48,8.5,2.4,1.4,320,931,2
2020-02-15 14:00,,16.3,48,8.8,1.69,1.3,290,1114,8
2020-02-15 15:00,,15.5,50,8.8,0.59,1.7,250,1116,10
2020-02-15 16:00,,15.4,52,9.0,0.3,0.1,0,1144,9
2020-02-15 17:00,,15.1,55,9.4,0.26,1.8,90,1055,9
2020-02-15 18:00,,14.1,62,9.9,0.04,1.1,110,1981,10
2020-02-15 19:00,,12.8,71,10.4,0.0,1.3,90,1660,9
2020-02-15 20:00,,12.4,74,10.6,,0.8,90,1972,9
2020-02-15 21:00,,12.5,76,10.9,,0.3,0,2000,9
2020-02-15 22:00,,11.7,81,11.1,,0.2,0,1606,10
2020-02-15 23:00,,10.4,91,11.4,,1.0,290,972,10
2020-02-16 00:00,0.5,10.3,95,11.9,,0.1,0,532,10
2020-02-16 01:00,,10.1,96,11.8,,0.0,0,233,10
2020-02-16 02:00,,10.0,97,11.9,,0.5,320,119,10
2020-02-16 03:00,0.9,9.8,97,11.7,,0.5,290,113,9
2020-02-16 04:00,,10.0,97,11.9,,0.4,0,348,10
2020-02-16 05:00,,8.9,94,10.6,,2.0,290,1872,10
2020-02-16 06:00,3.1,7.9,88,9.3,,1.8,290,2000,10
2020-02-16 07:00,,7.5,81,8.4,,1.7,320,2000,8
2020-02-16 08:00,,6.1,72,6.8,0.01,1.7,340,2000,8
2020-02-16 09:00,,6.5,64,6.2,0.35,0.8,360,2000,8
2020-02-16 10:00,,7.0,62,6.2,0.78,1.9,320,2000,7
2020-02-16 11:00,,5.9,57,5.3,0.95,1.6,340,2000,10
2020-02-16 12:00,,7.0,53,5.3,1.32,2.3,320,1970,10
2020-02-16 13:00,,6.3,50,4.8,1.29,1.9,50,1973,8
2020-02-16 14:00,,5.7,48,4.4,1.23,2.2,340,2000,8
2020-02-16 15:00,,5.0,45,3.9,0.88,3.2,360,2000,8
2020-02-16 16:00,,4.5,46,3.9,0.92,2.3,340,2000,7
2020-02-16 17:00,,4.5,41,3.5,0.65,2.8,290,2000,7
2020-02-16 18:00,,2.9,44,3.3,0.22,3.6,250,2000,8
2020-02-16 19:00,,1.8,54,3.8,0.01,2.6,250,2000,8
2020-02-16 20:00,,1.7,53,3.7,,2.6,270,2000,7
2020-02-16 21:00,,0.3,61,3.8,,0.4,0,2000,8
2020-02-16 22:00,,-0.5,63,3.7,,0.8,160,2000,9
2020-02-16 23:00,,0.5,59,3.7,,2.5,230,2000,7
2020-02-17 00:00,,0.8,60,3.9,,2.8,230,2000,6
2020-02-17 01:00,,0.8,59,3.8,,2.3,230,2000,10
2020-02-17 02:00,,0.6,60,3.8,,3.0,250,2000,9
2020-02-17 03:00,,0.4,60,3.8,,1.8,250,2000,8
2020-02-17 04:00,,0.1,62,3.8,,1.0,250,2000,9
2020-02-17 05:00,,0.3,58,3.6,,1.8,270,2000,8
2020-02-17 06:00,,-1.8,77,4.1,,0.6,90,2000,8
2020-02-17 07:00,,-2.0,78,4.1,,0.2,0,2000,6
2020-02-17 08:00,,-0.2,58,3.5,0.08,2.5,230,2000,8
2020-02-17 09:00,,1.1,44,2.9,0.82,4.0,250,1995,4
2020-02-17 10:00,,1.2,36,2.4,1.61,6.4,270,1999,5
2020-02-17 11:00,,1.9,36,2.5,2.16,5.5,250,1983,6
2020-02-17 12:00,,1.8,40,2.8,2.13,3.9,270,1992,6
2020-02-17 13:00,,1.7,43,3.0,2.04,4.3,270,1999,8
2020-02-17 14:00,,1.5,48,3.3,2.02,5.4,270,1999,9
2020-02-17 15:00,,1.0,46,3.0,0.89,3.1,250,2000,8
2020-02-17 16:00,,0.5,49,3.1,0.76,1.9,320,2000,9
2020-02-17 17:00,,0.4,46,2.9,0.4,3.0,270,2000,7
2020-02-17 18:00,,-0.5,49,2.9,0.21,2.2,340,2000,6
2020-02-17 19:00,,-1.3,47,2.6,0.0,3.7,340,2000,7
2020-02-17 20:00,,-1.8,45,2.4,,2.2,360,2000,7
2020-02-17 21:00,,-2.3,46,2.4,,3.2,340,2000,0
2020-02-17 22:00,,-2.0,45,2.4,,3.7,320,2000,0
2020-02-17 23:00,,-2.3,45,2.3,,1.9,360,2000,0
2020-02-18 00:00,,-2.3,47,2.4,,1.5,290,2000,0
2020-02-18 01:00,,-2.8,50,2.5,,1.4,50,2000,0
2020-02-18 02:00,,-3.8,59,2.7,,0.8,50,2000,0
2020-02-18 03:00,,-3.7,57,2.7,,0.5,230,2000,0
2020-02-18 04:00,,-5.1,67,2.8,,0.3,0,2000,0
2020-02-18 05:00,,-5.1,66,2.8,,0.3,0,2000,0
