,rain,temperature,humidity,pressure,solar_radiation,wind_speed,wind_direction,visibility,total_cloud
2020-01-05 09:00,,-3.3,83,4.0,0.57,0.3,0,623,0
2020-01-05 10:00,,0.8,69,4.5,1.26,0.1,0,854,1
2020-01-05 11:00,,4.1,50,4.1,1.69,0.7,200,1417,0
2020-01-05 12:00,,7.2,36,3.6,1.93,1.6,90,1761,0
2020-01-05 13:00,,8.6,26,2.9,2.07,1.4,70,1894,0
2020-01-05 14:00,,10.1,24,3.0,1.95,0.6,360,1985,
2020-01-05 15:00,,10.7,22,2.8,1.62,1.1,110,1994,6
2020-01-05 16:00,,10.6,19,2.4,0.83,0.6,20,2000,6
2020-01-05 17:00,,8.3,32,3.5,0.44,0.2,0,2000,2
2020-01-05 18:00,,4.7,43,3.7,0.02,0.0,0,2000,5
2020-01-05 19:00,,2.6,55,4.1,,0.0,0,1928,6
2020-01-05 20:00,,2.0,53,3.8,,0.0,0,1050,10
2020-01-05 21:00,,0.8,60,3.9,,0.0,0,1732,5
2020-01-05 22:00,,-0.3,64,3.8,,0.1,0,1835,9
2020-01-05 23:00,,-1.0,68,3.9,,0.1,0,1705,6
2020-01-06 00:00,,-2.1,71,3.7,,0.4,0,1606,0
2020-01-06 01:00,,-1.6,70,3.8,,0.4,0,1760,8
2020-01-06 02:00,,-0.7,67,3.9,,0.1,0,1823,10
2020-01-06 03:00,,0.1,66,4.1,,0.1,0,1891,10
2020-01-06 04:00,,0.5,64,4.1,,0.0,0,1959,10
2020-01-06 05:00,,1.0,64,4.2,,0.1,0,1761,10
2020-01-06 06:00,0.0,1.6,60,4.1,,0.6,50,1935,9
2020-01-06 07:00,,1.6,80,5.5,,0.9,290,1417,2
2020-01-06 08:00,,0.8,87,5.6,0.0,0.2,0,1154,10
2020-01-06 09:00,0.4,1.3,89,6.0,0.04,0.0,0,934,10
2020-01-06 10:00,,2.7,80,5.9,0.23,0.8,360,1256,10
2020-01-06 11:00,,3.2,84,6.4,0.3,0.4,0,1215,10
2020-01-06 12:00,0.3,3.5,85,6.7,0.21,0.7,320,875,10
2020-01-06 13:00,,3.9,91,7.3,0.28,0.1,0,527,
2020-01-06 14:00,,4.1,92,7.5,0.23,0.5,90,423,10
2020-01-06 15:00,2.2,4.5,93,7.8,0.22,0.7,70,402,10
2020-01-06 16:00,,4.5,93,7.8,0.12,0.4,0,314,10
2020-01-06 17:00,,4.4,95,7.9,0.04,0.1,0,187,10
2020-01-06 18:00,2.9,4.4,96,8.0,0.0,0.1,0,222,10
2020-01-06 19:00,,4.4,96,8.0,,0.0,0,199,9
2020-01-06 20:00,,4.6,96,8.1,,0.1,0,228,10
2020-01-06 21:00,1.8,4.5,96,8.1,,0.1,0,117,9
2020-01-06 22:00,,4.5,96,8.1,,0.0,0,151,10
2020-01-06 23:00,,4.5,96,8.1,,0.4,0,167,10
2020-01-07 00:00,6.2,4.5,97,8.1,,0.4,0,154,10
2020-01-07 01:00,,4.6,97,8.2,,0.0,0,112,10
2020-01-07 02:00,,4.9,97,8.4,,0.0,0,122,10
2020-01-07 03:00,8.9,5.0,97,8.4,,0.0,0,154,8
2020-01-07 04:00,,5.1,97,8.5,,0.0,0,122,3
2020-01-07 05:00,,5.3,97,8.6,,0.1,0,110,10
2020-01-07 06:00,3.4,5.5,97,8.7,,0.1,0,98,10
2020-01-07 07:00,,5.4,97,8.7,,1.1,90,184,8
2020-01-07 08:00,,5.5,97,8.7,0.0,0.2,0,151,10
2020-01-07 09:00,1.4,5.7,97,8.8,0.02,0.2,0,141,8
2020-01-07 10:00,,6.0,97,9.0,0.07,0.3,0,176,10
2020-01-07 11:00,,6.5,97,9.3,0.1,0.5,110,280,
2020-01-07 12:00,2.8,7.0,97,9.7,0.16,0.4,0,369,
2020-01-07 13:00,,7.7,97,10.2,0.37,0.4,0,474,
2020-01-07 14:00,,8.7,96,10.7,0.5,0.2,0,599,
2020-01-07 15:00,0.0,9.0,95,10.9,0.29,0.3,0,396,
2020-01-07 16:00,,10.6,97,12.4,0.05,0.5,360,245,
2020-01-07 17:00,,15.1,97,16.6,0.03,1.1,90,954,
2020-01-07 18:00,1.9,16.1,94,17.2,0.0,1.0,110,1153,
2020-01-07 19:00,,16.8,90,17.2,,2.4,160,536,10
2020-01-07 20:00,,16.8,93,17.7,,2.8,160,492,10
2020-01-07 21:00,19.9,16.7,94,17.8,,2.7,320,208,10
2020-01-07 22:00,,16.3,78,14.4,,1.9,200,1889,9
2020-01-07 23:00,,14.8,82,13.7,,2.6,160,1998,10
2020-01-08 00:00,2.0,14.3,78,12.7,,3.2,290,2000,8
2020-01-08 01:00,,13.2,77,11.6,,3.2,230,2000,
2020-01-08 02:00,,12.5,65,9.3,,5.1,250,2000,5
2020-01-08 03:00,,10.2,68,8.4,,5.9,250,2000,3
2020-01-08 04:00,,10.0,60,7.3,,6.7,250,2000,0
2020-01-08 05:00,,9.1,60,6.9,,4.9,250,2000,3
2020-01-08 06:00,,8.6,60,6.7,,5.3,250,2000,6
2020-01-08 07:00,,8.1,64,6.9,,6.9,250,2000,0
2020-01-08 08:00,,8.0,66,7.1,0.01,6.4,250,2000,2
2020-01-08 09:00,,8.4,60,6.6,0.32,7.2,250,1640,5
2020-01-08 10:00,,8.6,60,6.7,0.68,4.6,250,1400,9
2020-01-08 11:00,,7.9,62,6.6,0.54,1.7,250,1316,9
2020-01-08 12:00,,8.6,59,6.6,0.81,0.6,140,1533,6
2020-01-08 13:00,,9.2,55,6.4,1.03,2.8,360,1854,7
2020-01-08 14:00,,8.7,57,6.4,0.67,1.5,340,2000,10
2020-01-08 15:00,,8.9,55,6.2,0.77,2.4,20,2000,9
2020-01-08 16:00,,8.1,57,6.1,0.92,2.7,360,2000,10
2020-01-08 17:00,,7.1,62,6.2,0.22,1.0,320,2000,6
2020-01-08 18:00,,5.5,72,6.5,0.02,0.4,0,2000,6
2020-01-08 19:00,,6.0,71,6.6,,0.4,0,2000,2
2020-01-08 20:00,,5.8,72,6.6,,0.4,0,2000,0
2020-01-08 21:00,,5.9,73,6.8,,0.7,320,1999,9
2020-01-08 22:00,,4.4,81,6.8,,0.1,0,1936,3
2020-01-08 23:00,,3.5,84,6.6,,0.2,0,1908,5
2020-01-09 00:00,,3.4,84,6.5,,0.0,0,1756,7
2020-01-09 01:00,,3.1,85,6.5,,0.2,0,1870,9
2020-01-09 02:00,,1.4,87,5.9,,0.2,0,1423,5
2020-01-09 03:00,,-0.1,91,5.6,,0.1,0,943,5
2020-01-09 04:00,,-0.7,92,5.4,,0.4,0,747,9
2020-01-09 05:00,,-1.4,92,5.1,,0.7,50,646,8
2020-01-09 06:00,,-1.4,94,5.2,,0.2,0,541,9
2020-01-09 07:00,,-1.8,94,5.0,,0.1,0,471,9
2020-01-09 08:00,,-1.4,94,5.2,0.02,0.2,0,408,9
2020-01-09 09:00,,1.2,93,6.2,0.42,0.1,0,735,8
2020-01-09 10:00,,3.7,66,5.3,0.7,0.7,230,1189,2
2020-01-09 11:00,,5.6,49,4.5,1.53,0.7,250,1492,0
2020-01-09 12:00,,7.4,39,4.0,1.68,1.3,250,1857,5
2020-01-09 13:00,,9.0,31,3.6,1.74,1.2,270,1920,6
2020-01-09 14:00,,9.4,27,3.2,1.66,1.6,340,1999,6
2020-01-09 15:00,,9.6,26,3.1,1.24,2.3,360,1980,6
2020-01-09 16:00,,9.0,29,3.3,0.78,1.0,360,1995,7
2020-01-09 17:00,,7.5,34,3.5,0.31,1.7,360,1998,6
2020-01-09 18:00,,6.0,38,3.6,0.03,2.2,50,1978,8
2020-01-09 19:00,,5.3,41,3.6,,1.8,340,1850,5
2020-01-09 20:00,,4.0,47,3.8,,1.6,70,1602,6
2020-01-09 21:00,,3.5,51,4.0,,0.4,0,1503,10
2020-01-09 22:00,,0.6,65,4.2,,0.4,0,1314,8
2020-01-09 23:00,,-0.9,73,4.2,,0.0,0,1130,9
2020-01-10 00:00,,-1.7,79,4.3,,0.0,0,955,0
2020-01-10 01:00,,-2.3,83,4.3,,0.1,0,842,2
2020-01-10 02:00,,-3.3,87,4.2,,0.2,0,717,0
2020-01-10 03:00,,-3.5,88,4.2,,0.0,0,642,0
2020-01-10 04:00,,-3.8,88,4.1,,0.2,0,630,10
2020-01-10 05:00,,-4.2,89,4.0,,0.2,0,564,3
2020-01-10 06:00,,-4.2,91,4.1,,0.3,0,537,9
2020-01-10 07:00,,-4.7,90,3.9,,0.3,0,489,4
2020-01-10 08:00,,-5.0,91,3.8,0.01,0.3,0,412,0
2020-01-10 09:00,,-2.1,87,4.6,0.48,0.1,0,547,2
2020-01-10 10:00,,0.8,72,4.7,1.19,0.6,110,776,1
2020-01-10 11:00,,3.0,57,4.3,1.58,0.7,200,964,6
2020-01-10 12:00,,4.6,50,4.2,1.39,1.1,180,1171,3
2020-01-10 13:00,,7.1,36,3.6,2.0,1.6,90,1558,7
2020-01-10 14:00,,8.3,32,3.5,1.9,1.6,140,1557,4
2020-01-10 15:00,,9.1,33,3.8,1.61,1.4,270,1643,6
2020-01-10 16:00,,9.4,26,3.1,1.09,1.0,290,1998,2
2020-01-10 17:00,,6.7,42,4.1,0.45,0.7,140,1985,2
2020-01-10 18:00,,4.0,60,4.9,0.01,0.1,0,1982,7
2020-01-10 19:00,,2.0,70,4.9,,0.0,0,1087,6
2020-01-10 20:00,,0.6,68,4.3,,0.3,0,1157,4
2020-01-10 21:00,,-0.5,73,4.3,,0.0,0,1536,7
2020-01-10 22:00,,-1.3,77,4.3,,0.2,0,1419,7
2020-01-10 23:00,,-1.8,81,4.3,,0.0,0,1395,7
2020-01-11 00:00,,-2.0,83,4.4,,0.1,0,1318,6
2020-01-11 01:00,,-2.1,83,4.3,,0.0,0,1251,8
2020-01-11 02:00,,-2.0,83,4.4,,0.1,0,1223,9
2020-01-11 03:00,,-2.2,85,4.4,,0.4,0,1109,9
2020-01-11 04:00,,-2.4,87,4.5,,0.1,0,993,9
2020-01-11 05:00,,-2.6,87,4.4,,0.2,0,965,8
2020-01-11 06:00,,-3.6,91,4.3,,0.3,0,722,4
2020-01-11 07:00,,-3.9,90,4.1,,0.2,0,584,10
2020-01-11 08:00,,-3.9,91,4.2,0.01,0.2,0,610,0
2020-01-11 09:00,,-1.1,85,4.8,0.5,0.0,0,737,1
2020-01-11 10:00,,2.7,65,4.8,1.06,0.3,0,1038,2
2020-01-11 11:00,,4.9,50,4.3,1.47,0.8,200,949,0
2020-01-11 12:00,,6.6,47,4.6,1.77,1.5,270,1058,3
2020-01-11 13:00,,8.3,42,4.6,1.97,1.4,230,1076,0
2020-01-11 14:00,,9.3,40,4.7,1.88,1.2,270,1079,1
2020-01-11 15:00,,9.9,39,4.8,1.55,1.1,270,1193,0
2020-01-11 16:00,,10.0,37,4.5,1.05,0.9,180,1183,1
2020-01-11 17:00,,8.0,45,4.8,0.43,0.6,140,1111,1
2020-01-11 18:00,,5.0,67,5.8,0.02,0.1,0,923,4
2020-01-11 19:00,,4.5,62,5.2,,0.2,0,823,8
2020-01-11 20:00,,3.7,63,5.0,,0.0,0,526,8
2020-01-11 21:00,,3.9,62,5.0,,0.2,0,730,8
2020-01-11 22:00,,4.8,52,4.5,,0.7,50,949,10
2020-01-11 23:00,,4.5,53,4.5,,1.0,70,901,10
2020-01-12 00:00,,4.3,55,4.6,,1.3,50,819,9
2020-01-12 01:00,,3.9,57,4.6,,0.7,20,792,10
2020-01-12 02:00,,3.6,58,4.6,,0.2,0,777,9
2020-01-12 03:00,,3.2,61,4.7,,0.9,360,747,9
2020-01-12 04:00,,2.2,68,4.9,,0.0,0,711,9
2020-01-12 05:00,,1.4,74,5.0,,0.0,0,681,9
2020-01-12 06:00,,-0.2,77,4.6,,0.3,0,694,7
2020-01-12 07:00,,-1.3,79,4.4,,0.2,0,1010,2
2020-01-12 08:00,,-1.2,79,4.4,0.01,0.3,0,1164,8
2020-01-12 09:00,,1.5,72,4.9,0.4,0.2,0,1390,7
2020-01-12 10:00,,4.2,52,4.3,0.99,0.9,250,1826,3
2020-01-12 11:00,,5.6,47,4.3,1.55,1.8,270,1758,2
2020-01-12 12:00,,6.6,42,4.1,1.91,0.8,290,1789,1
2020-01-12 13:00,,7.4,37,3.8,2.04,1.5,290,1973,0
2020-01-12 14:00,,8.1,35,3.8,1.96,2.4,50,1974,0
2020-01-12 15:00,,7.3,36,3.7,1.49,2.4,50,1990,0
2020-01-12 16:00,,7.1,34,3.4,1.12,2.7,360,2000,0
2020-01-12 17:00,,5.5,39,3.5,0.48,2.3,360,2000,0
2020-01-12 18:00,,3.9,45,3.6,0.02,1.8,340,2000,0
2020-01-12 19:00,,3.1,46,3.5,,1.4,360,2000,0
2020-01-12 20:00,,0.7,60,3.9,,0.2,0,1858,0
2020-01-12 21:00,,-0.5,67,4.0,,0.3,0,1993,0
2020-01-12 22:00,,-1.9,76,4.1,,0.2,0,2000,0
2020-01-12 23:00,,-2.3,80,4.2,,0.0,0,2000,0
2020-01-13 00:00,,-3.0,84,4.1,,0.0,0,1938,0
2020-01-13 01:00,,-3.5,85,4.0,,0.1,0,1885,0
2020-01-13 02:00,,-3.6,89,4.2,,0.1,0,1611,0
2020-01-13 03:00,,-4.5,90,4.0,,0.4,0,1515,0
2020-01-13 04:00,,-4.4,92,4.1,,0.0,0,1373,0
2020-01-13 05:00,,-4.7,90,3.9,,0.3,0,1327,0
2020-01-13 06:00,,-4.8,91,3.9,,0.2,0,1326,0
2020-01-13 07:00,,-4.9,91,3.9,,0.1,0,1491,0
2020-01-13 08:00,,-4.5,92,4.0,0.01,0.3,0,1415,8
2020-01-13 09:00,,-2.8,87,4.3,0.38,0.5,70,1639,5
2020-01-13 10:00,,1.2,77,5.2,1.08,0.1,0,1928,5
2020-01-13 11:00,,4.8,49,4.2,1.61,1.4,110,1982,5
2020-01-13 12:00,,5.9,43,4.0,1.96,1.1,90,1918,6
2020-01-13 13:00,,6.5,39,3.8,2.13,1.7,200,1994,6
2020-01-13 14:00,,6.8,39,3.8,2.0,1.6,290,1995,6
2020-01-13 15:00,,6.2,41,3.9,1.41,2.5,290,2000,6
2020-01-13 16:00,,5.3,42,3.7,0.97,2.9,360,2000,2
2020-01-13 17:00,,4.4,43,3.6,0.44,1.6,360,2000,0
2020-01-13 18:00,,2.3,50,3.6,0.03,0.8,20,2000,0
2020-01-13 19:00,,0.1,61,3.8,,0.0,0,1354,0
2020-01-13 20:00,,-1.3,68,3.8,,0.4,0,1850,2
2020-01-13 21:00,,-1.9,73,3.9,,0.3,0,2000,7
2020-01-13 22:00,,-2.3,76,3.9,,0.5,70,2000,9
2020-01-13 23:00,,-2.4,75,3.8,,0.4,0,2000,9
2020-01-14 00:00,,-2.3,75,3.9,,0.2,0,1410,7
2020-01-14 01:00,,-1.5,73,4.0,,0.5,50,2000,10
2020-01-14 02:00,,-1.5,73,4.0,,0.3,0,2000,10
2020-01-14 03:00,,-1.1,67,3.8,,0.4,0,2000,10
2020-01-14 04:00,,0.2,51,3.2,,0.9,50,2000,10
2020-01-14 05:00,,0.1,44,2.7,,1.3,50,2000,9
2020-01-14 06:00,,-0.3,52,3.1,,1.9,50,2000,9
2020-01-14 07:00,,-0.7,55,3.2,,1.2,360,2000,9
2020-01-14 08:00,,-0.5,61,3.6,0.01,0.4,0,2000,10
2020-01-14 09:00,,0.1,55,3.4,0.16,1.2,70,1995,9
2020-01-14 10:00,,1.0,49,3.2,0.39,1.8,90,1997,9
2020-01-14 11:00,,2.0,47,3.3,0.78,1.0,70,1944,9
2020-01-14 12:00,,4.0,42,3.4,1.12,0.7,250,1947,8
2020-01-14 13:00,,4.2,40,3.3,1.14,1.3,110,1999,9
2020-01-14 14:00,,4.9,38,3.3,1.31,1.2,270,1937,7
2020-01-14 15:00,,5.9,34,3.2,1.53,1.2,290,1953,6
2020-01-14 16:00,,6.1,34,3.2,0.97,0.4,0,1954,7
2020-01-14 17:00,,4.9,44,3.8,0.47,0.9,160,1911,5
2020-01-14 18:00,,2.2,59,4.2,0.04,0.2,0,1895,6
2020-01-14 19:00,,0.4,66,4.2,,0.4,0,1488,1
2020-01-14 20:00,,-1.0,73,4.2,,0.0,0,1216,1
2020-01-14 21:00,,-1.7,76,4.1,,0.7,320,1273,0
2020-01-14 22:00,,-2.7,81,4.1,,0.4,0,1203,0
2020-01-14 23:00,,-3.1,83,4.1,,0.1,0,1087,0
2020-01-15 00:00,,-4.0,86,3.9,,0.6,50,984,0
2020-01-15 01:00,,-4.6,87,3.8,,0.2,0,875,0
2020-01-15 02:00,,-4.7,89,3.8,,0.2,0,824,0
2020-01-15 03:00,,-5.1,90,3.8,,0.0,0,667,0
2020-01-15 04:00,,-5.1,90,3.8,,0.4,0,537,0
2020-01-15 05:00,,-5.9,91,3.6,,0.3,0,461,0
2020-01-15 06:00,,-6.2,91,3.5,,0.2,0,432,0
2020-01-15 07:00,,-6.5,90,3.4,,0.6,160,390,0
2020-01-15 08:00,,-5.9,90,3.6,0.01,0.4,0,450,0
2020-01-15 09:00,,-2.9,89,4.4,0.52,0.5,110,505,0
2020-01-15 10:00,,0.9,66,4.3,1.16,0.9,140,1162,0
2020-01-15 11:00,,2.7,49,3.6,1.88,1.4,160,1831,0
2020-01-15 12:00,,4.0,43,3.5,1.96,1.5,180,1915,0
2020-01-15 13:00,,5.5,38,3.4,2.11,1.5,200,1863,0
2020-01-15 14:00,,6.1,34,3.2,2.04,1.5,270,1985,0
2020-01-15 15:00,,7.1,31,3.1,1.72,1.3,270,1999,0
2020-01-15 16:00,,7.0,28,2.8,1.2,2.1,360,1994,0
2020-01-15 17:00,,5.6,32,2.9,0.48,1.7,360,2000,1
2020-01-15 18:00,,2.7,46,3.4,0.03,0.1,0,2000,6
2020-01-15 19:00,,0.6,50,3.2,,0.9,50,2000,4
2020-01-15 20:00,,-0.4,56,3.3,,0.5,20,2000,9
2020-01-15 21:00,,-0.9,58,3.3,,0.2,0,2000,5
2020-01-15 22:00,,0.5,49,3.1,,0.9,70,1998,10
2020-01-15 23:00,,-0.5,53,3.1,,0.2,0,1998,7
2020-01-16 00:00,,-2.1,63,3.3,,0.4,0,1905,9
2020-01-16 01:00,,-3.3,68,3.3,,0.1,0,1735,9
2020-01-16 02:00,,-4.2,73,3.3,,0.2,0,1733,9
2020-01-16 03:00,,-4.4,75,3.3,,0.1,0,1567,9
2020-01-16 04:00,,-4.5,75,3.3,,0.7,50,1745,8
2020-01-16 05:00,,-4.2,74,3.3,,0.7,50,1651,10
2020-01-16 06:00,,-4.0,75,3.4,,0.4,0,1536,9
2020-01-16 07:00,,-3.6,74,3.5,,0.2,0,1229,9
2020-01-16 08:00,,-3.1,69,3.4,0.0,0.5,50,1241,9
2020-01-16 09:00,,-1.2,58,3.2,0.2,1.0,50,1439,9
2020-01-16 10:00,,0.3,54,3.4,0.56,0.5,70,1593,10
2020-01-16 11:00,,1.8,45,3.1,1.1,1.6,70,1764,9
2020-01-16 12:00,,3.3,40,3.1,1.52,0.7,90,1867,8
2020-01-16 13:00,,5.6,30,2.7,2.03,2.0,110,1919,7
2020-01-16 14:00,,7.3,24,2.5,2.09,1.9,110,1974,8
2020-01-16 15:00,,7.3,22,2.3,1.58,1.3,20,2000,6
2020-01-16 16:00,,7.3,23,2.3,1.07,0.8,70,2000,6
2020-01-16 17:00,,5.4,31,2.8,0.35,1.0,140,2000,7
2020-01-16 18:00,,3.1,40,3.0,0.03,0.1,0,2000,8
2020-01-16 19:00,,1.8,47,3.3,,0.3,0,1970,9
2020-01-16 20:00,,1.3,49,3.3,,0.0,0,1918,10
2020-01-16 21:00,,0.6,56,3.6,,0.3,0,1953,10
2020-01-16 22:00,,0.6,54,3.5,,0.0,0,1832,10
2020-01-16 23:00,,0.6,55,3.5,,0.0,0,1866,10
2020-01-17 00:00,,0.2,56,3.5,,0.0,0,1977,10
2020-01-17 01:00,,0.0,59,3.6,,0.0,0,1998,10
2020-01-17 02:00,,-0.3,63,3.8,,0.0,0,1966,10
2020-01-17 03:00,,-0.7,64,3.7,,0.1,0,1952,10
2020-01-17 04:00,,-0.6,64,3.8,,0.2,0,1995,9
2020-01-17 05:00,,-0.9,62,3.6,,0.0,0,1990,9
2020-01-17 06:00,,-1.4,67,3.7,,0.1,0,1999,7
2020-01-17 07:00,,-1.1,65,3.7,,0.0,0,1999,10
2020-01-17 08:00,,-0.7,62,3.6,0.01,0.0,0,1995,9
2020-01-17 09:00,,1.4,53,3.6,0.37,0.5,70,1867,8
2020-01-17 10:00,,3.0,40,3.0,0.74,0.9,320,1916,5
2020-01-17 11:00,,4.7,30,2.6,0.99,1.0,20,2000,7
2020-01-17 12:00,,6.3,29,2.8,1.17,0.7,320,1962,10
2020-01-17 13:00,,7.6,24,2.5,1.68,1.1,270,1983,6
2020-01-17 14:00,,8.6,20,2.2,1.87,1.5,200,1989,3
2020-01-17 15:00,,9.3,18,2.1,1.33,1.5,110,1961,6
2020-01-17 16:00,,9.5,18,2.1,1.05,0.6,20,2000,6
2020-01-17 17:00,,7.4,29,3.0,0.51,0.5,160,2000,4
2020-01-17 18:00,,4.7,42,3.6,0.04,0.4,0,2000,1
2020-01-17 19:00,,2.2,48,3.5,,0.3,0,1698,0
2020-01-17 20:00,,-0.3,58,3.5,,0.4,0,1459,0
2020-01-17 21:00,,-1.3,64,3.6,,0.1,0,1631,0
2020-01-17 22:00,,-2.1,67,3.5,,0.2,0,1805,0
2020-01-17 23:00,,-2.7,68,3.4,,0.0,0,1701,0
2020-01-18 00:00,,-3.2,72,3.5,,0.2,0,1706,0
2020-01-18 01:00,,-3.3,70,3.4,,0.2,0,1783,8
2020-01-18 02:00,,-4.0,71,3.2,,0.2,0,1668,5
2020-01-18 03:00,,-4.1,70,3.2,,0.2,0,1631,7
2020-01-18 04:00,,-4.9,76,3.2,,0.1,0,1367,1
2020-01-18 05:00,,-4.2,76,3.4,,0.5,70,1299,9
2020-01-18 06:00,,-4.0,74,3.4,,0.1,0,1310,9
2020-01-18 07:00,,-3.3,72,3.5,,0.1,0,1238,9
2020-01-18 08:00,,-2.8,71,3.5,0.01,0.0,0,1234,8
2020-01-18 09:00,,-1.0,70,4.0,0.22,0.0,0,1121,8
2020-01-18 10:00,,3.7,49,3.9,1.1,0.7,290,1583,7
2020-01-18 11:00,,5.6,34,3.1,1.15,0.8,180,1841,7
2020-01-18 12:00,,9.0,23,2.6,1.75,2.0,70,1963,7
2020-01-18 13:00,,10.0,19,2.3,2.05,2.4,320,2000,7
2020-01-18 14:00,,10.8,17,2.2,2.06,2.2,320,2000,5
2020-01-18 15:00,,11.6,15,2.0,1.65,1.4,20,1980,3
2020-01-18 16:00,,11.3,16,2.1,1.25,2.0,340,2000,1
2020-01-18 17:00,,10.2,19,2.4,0.61,1.3,360,2000,1
2020-01-18 18:00,,5.5,38,3.4,0.03,0.5,20,1997,0
2020-01-18 19:00,,2.9,49,3.7,,0.2,0,1777,0
2020-01-18 20:00,,0.6,55,3.5,,0.0,0,1396,0
2020-01-18 21:00,,-0.7,58,3.4,,0.3,0,1680,0
2020-01-18 22:00,,-2.3,60,3.1,,0.3,0,1718,0
2020-01-18 23:00,,-2.6,63,3.2,,0.0,0,1856,0
2020-01-19 00:00,,-3.1,65,3.2,,0.2,0,1911,0
2020-01-19 01:00,,-3.6,67,3.1,,0.2,0,1768,4
2020-01-19 02:00,,-3.9,70,3.2,,0.2,0,1770,6
2020-01-19 03:00,,-4.4,73,3.2,,0.2,0,1646,5
2020-01-19 04:00,,-4.2,74,3.3,,0.0,0,1570,9
2020-01-19 05:00,,-3.5,72,3.4,,0.3,0,1558,10
2020-01-19 06:00,,-3.5,76,3.6,,0.2,0,1371,9
2020-01-19 07:00,,-3.8,78,3.6,,0.2,0,1292,9
2020-01-19 08:00,,-3.1,78,3.8,0.01,0.1,0,1179,10
2020-01-19 09:00,,-1.3,74,4.1,0.15,0.8,50,1005,10
2020-01-19 10:00,,0.3,72,4.5,0.26,0.4,0,1517,10
2020-01-19 11:00,,2.3,63,4.5,0.61,0.7,70,1290,9
2020-01-19 12:00,,5.0,51,4.4,1.17,0.6,270,1365,8
2020-01-19 13:00,,7.5,44,4.6,1.98,1.2,320,1063,3
2020-01-19 14:00,,9.0,39,4.5,1.78,0.9,70,998,5
2020-01-19 15:00,,9.6,38,4.5,1.52,0.8,50,927,6
2020-01-19 16:00,,9.6,42,5.0,1.3,2.5,250,750,7
2020-01-19 17:00,,8.6,42,4.7,0.54,1.7,360,852,4
2020-01-19 18:00,,6.9,51,5.1,0.06,2.5,250,539,0
2020-01-19 19:00,,3.0,65,4.9,,0.3,0,472,0
2020-01-19 20:00,,1.3,72,4.8,,0.4,0,390,0
2020-01-19 21:00,,-0.4,77,4.6,,0.3,0,393,0
2020-01-19 22:00,,-1.3,79,4.4,,0.6,20,375,0
2020-01-19 23:00,,-2.3,84,4.3,,0.1,0,329,0
2020-01-20 00:00,,-2.8,87,4.3,,0.3,0,281,0
2020-01-20 01:00,,-3.1,86,4.2,,0.3,0,263,0
2020-01-20 02:00,,-4.0,90,4.1,,0.0,0,235,0
2020-01-20 03:00,,-4.5,90,4.0,,0.2,0,216,0
2020-01-20 04:00,,-4.6,91,4.0,,0.0,0,211,0
2020-01-20 05:00,,-5.1,91,3.8,,0.0,0,199,0
2020-01-20 06:00,,-5.4,91,3.7,,0.0,0,185,4
2020-01-20 07:00,,-5.2,91,3.8,,0.5,70,198,0
2020-01-20 08:00,,-5.4,91,3.7,0.01,0.4,0,212,1
2020-01-20 09:00,,-3.2,88,4.2,0.33,0.1,0,238,1
2020-01-20 10:00,,0.0,83,5.1,0.84,0.4,0,260,1
2020-01-20 11:00,,3.9,64,5.2,1.56,0.8,70,383,3
2020-01-20 12:00,,6.9,43,4.3,1.84,1.0,250,643,0
2020-01-20 13:00,,8.2,37,4.0,2.04,1.5,230,987,5
2020-01-20 14:00,,8.5,35,3.9,1.97,1.4,250,1275,3
2020-01-20 15:00,,9.1,35,4.1,1.71,1.7,320,1497,2
2020-01-20 16:00,,8.3,36,3.9,1.19,2.8,320,1776,1
2020-01-20 17:00,,7.5,35,3.6,0.58,1.7,340,1846,0
2020-01-20 18:00,,5.5,39,3.5,0.05,0.9,360,1859,0
2020-01-20 19:00,,4.6,44,3.7,,1.1,20,1638,4
2020-01-20 20:00,,1.9,57,4.0,,0.4,0,1503,6
2020-01-20 21:00,,0.6,68,4.3,,0.4,0,1487,0
2020-01-20 22:00,,-0.9,72,4.1,,0.1,0,1339,0
2020-01-20 23:00,,-1.8,79,4.2,,0.1,0,1006,0
2020-01-21 00:00,,-3.2,81,3.9,,0.7,90,1017,0
2020-01-21 01:00,,-3.0,80,3.9,,0.4,0,1098,0
2020-01-21 02:00,,-3.1,82,4.0,,0.1,0,1147,0
2020-01-21 03:00,,-4.3,85,3.8,,0.6,340,1364,0
2020-01-21 04:00,,-4.6,79,3.5,,0.1,0,1839,0
2020-01-21 05:00,,-5.7,79,3.2,,0.3,0,1935,0
2020-01-21 06:00,,-6.0,82,3.2,,0.1,0,1979,0
2020-01-21 07:00,,-6.4,84,3.2,,0.4,0,1930,0
2020-01-21 08:00,,-6.5,84,3.2,0.01,0.4,0,1895,0
2020-01-21 09:00,,-2.8,71,3.5,0.75,0.0,0,1765,0
2020-01-21 10:00,,1.2,49,3.3,1.57,1.3,110,1799,0
2020-01-21 11:00,,2.8,37,2.8,1.85,1.6,50,1925,0
2020-01-21 12:00,,4.5,30,2.5,2.1,1.7,70,1948,0
2020-01-21 13:00,,7.0,22,2.2,2.27,1.9,70,1940,0
2020-01-21 14:00,,7.4,15,1.5,2.2,1.6,110,2000,0
2020-01-21 15:00,,8.3,12,1.3,1.87,1.2,90,2000,1
2020-01-21 16:00,,9.1,13,1.5,1.34,1.0,290,1999,0
